url,text
https://canabalt.com/,Canabalt
https://candybox2.github.io/,Candy Box 2
https://orteil.dashnet.org/cookieclicker/,Cookie Clicker
https://danielben.itch.io/dragonsweeper,Dragonsweeper
https://duotrigordle.com/,Duotrigordle
https://hryanjones.com/guess-my-word/,Guess My Word
https://minesweeper.online/,Minesweeper
https://neal.fun,neal.fun
https://orderup.games/,Order Up
