url,text
https://www.git-scm.com/,git-scm
https://git-scm.com/book/en/v2, The Git Book
https://stevelosh.com/blog/2013/04/git-koans,git koans
https://dangitgit.com/,"Dangit, git!?!"
https://git-fork.com,Fork (slava ukraini)
https://pre-commit.com/,pre-commit

